Date,ABEV3,B3SA3,BBAS3,BBDC4,BBSE3,BPAC11,ELET3,EMBR3,ENEV3,EQTL3,GGBR4,ITSA4,ITUB4,JBSS3,PETR3,PRIO3,RAIL3,RENT3,SUZB3,VALE3,BNB,BTC,ETH,USDT,XRP,IMA-B5,IMA-B5MAIS,IMA-S,IRFM-1,IRFM-1MAIS
2023-09-25,11.91,11.86,20.66,12.35,29.73,29.7,34.61,17.1,11.8,32.05,19.15,7.58,21.59,16.68,30.96,46.9,23.28,54.67,52.24,59.13,1043.238,130666.55306000002,7891.946436,4.96829678,2.5117196800000006,8734.109636,10963.784095,6201.359293,14754.819429,19026.953156
2023-09-26,11.74,11.6,20.37,12.22,29.54,29.04,34.93,17.12,11.72,31.7,19.17,7.46,21.27,16.43,30.11,46.85,22.75,54.17,51.44,58.21,1060.8314799999998,130827.06722,7953.940791999999,4.9888020399999995,2.5048795999999998,8703.266255,10767.163679,6204.59639,14760.890134,18964.698778
2023-09-27,11.68,11.56,20.55,12.19,29.21,28.73,34.16,16.95,11.84,31.22,19.19,7.42,21.23,16.27,31.23,48.22,22.2,53.46,51.16,58.33,1069.01,132951.05925,8060.385825,5.040483000000001,2.51872875,8681.825021,10726.619151,6207.950067,14765.498511,18880.245022
2023-09-28,11.69,11.74,21.21,12.48,29.42,29.53,35.02,17.15,12.09,31.46,19.07,7.55,21.79,16.38,31.07,47.16,22.68,54.41,50.94,59.22,1082.1165,136007.44806,8319.160659000001,5.03410662,2.5653710700000003,8698.411706,10819.393007,6211.587015,14770.495286,18904.395747
2023-09-29,11.81,11.81,21.0,12.52,28.96,29.86,35.6,17.22,12.06,31.38,18.94,7.57,21.76,16.62,31.38,46.96,22.72,55.79,51.36,60.0,1082.8863999999999,135410.1136,8391.96704,5.0325032,2.6251944000000003,8717.790158,10904.687222,6214.985133,14778.133194,18983.154266
2023-10-02,11.79,11.53,20.94,12.35,29.64,29.44,34.95,17.15,11.86,31.15,18.66,7.45,21.55,16.61,30.79,45.33,22.34,53.82,51.3,59.48,1086.0906,139204.3233,8415.38019,5.0625183,2.5927503,8701.58224,10811.869188,6217.961572,14782.407896,18903.492306
2023-10-03,11.75,11.04,20.68,12.2,29.72,28.91,34.06,16.92,11.26,30.88,18.28,7.37,21.28,16.72,30.42,45.1,21.57,52.49,52.31,59.12,1103.1331500000001,141719.79996,8560.933272,5.1669,2.7844424100000005,8670.284413,10715.310629,6220.859738,14786.315547,18820.826173
2023-10-04,11.9,11.4,20.83,12.61,29.88,29.63,34.16,16.71,11.38,30.76,18.05,7.44,21.77,16.77,29.5,43.83,21.62,52.91,52.04,58.48,1099.3018399999999,143295.43858000002,8492.51921,5.15723124,2.74619212,8682.104402,10756.874056,6224.01189,14797.436854,18901.899696
2023-10-05,11.61,11.28,20.9,12.66,29.64,29.61,33.69,16.67,11.32,30.66,17.79,7.46,22.11,16.77,29.39,43.64,21.48,52.87,52.29,58.51,1088.4340599999998,141596.12774,8325.099963999999,5.1658,2.70068024,8680.775194,10748.205099,6227.23269,14803.86786,18897.711718
2023-10-06,11.88,11.38,21.75,12.69,29.76,29.73,33.58,16.72,11.2,30.47,17.79,7.52,22.32,16.73,30.13,44.47,21.69,51.98,53.18,59.36,1098.09238,143754.90633,8467.866833999999,5.14827285,2.7035507799999996,8694.219074,10799.830286,6230.299035,14810.950308,18923.105301
2023-10-09,11.86,11.32,21.63,12.57,29.59,29.5,34.21,16.8,11.45,30.76,17.68,7.44,22.13,16.93,31.36,48.37,21.97,52.11,53.65,58.94,1056.8859000000002,141644.2797,8112.7547700000005,5.13806775,2.5811023000000004,8719.494386,10878.643979,6233.295551,14818.993019,19004.220868
2023-10-10,11.93,11.58,21.59,12.71,29.35,29.88,35.0,17.39,11.71,31.59,17.73,7.54,22.11,17.31,31.68,48.17,22.82,53.41,53.41,59.29,1053.2586,138368.3756,7918.888159999999,5.052610319999999,2.5076142399999997,8726.953906,10906.99323,6236.229541,14827.49539,19059.073552
2023-10-11,11.97,11.56,21.8,12.9,29.47,30.65,35.25,17.47,11.64,31.26,17.67,7.66,22.39,17.66,31.58,47.52,22.96,52.96,53.6,59.81,1042.9282970000002,135681.13978,7910.080304000001,5.0483,2.4686187,8705.81771,10911.834467,6238.879527,14830.218144,19031.83811
2023-10-13,11.69,11.15,21.73,12.7,29.05,29.76,34.13,17.01,11.33,30.12,17.52,7.48,22.15,17.47,32.57,49.92,22.4,51.24,55.41,59.12,1046.5006,136469.26635,7885.178817,5.0801,2.46435651,8696.255566,10856.245239,6241.417844,14834.789702,18978.571301
2023-10-16,11.72,11.29,22.17,12.84,29.41,29.63,34.36,17.59,11.11,30.22,17.69,7.56,22.19,17.69,32.89,49.72,22.46,50.82,54.28,59.75,1081.59419,143623.31569000002,8057.700396,5.04021885,2.50776706,8710.456363,10900.7898,6243.933077,14843.750767,19033.278946
2023-10-17,11.53,10.83,21.97,12.7,29.34,29.07,33.68,17.69,10.86,29.97,17.52,7.4,21.86,17.53,33.64,50.12,21.81,50.48,54.38,60.24,1066.2561,143193.90904,7889.740586000001,5.04291242,2.47583154,8690.283846,10845.286967,6246.545083,14848.674995,18965.303367
2023-10-18,11.29,10.7,21.87,12.59,29.6,28.23,32.58,17.83,10.78,29.43,17.0,7.32,21.4,17.71,34.42,50.12,21.2,48.65,53.06,58.03,1063.42282,143282.31247,7909.548713,5.06061773,2.46732307,8689.424786,10853.739237,6249.375818,14855.213075,18962.243321
2023-10-19,11.28,10.57,22.04,12.65,29.57,28.12,32.62,17.83,10.9,30.0,16.97,7.36,21.65,17.47,34.18,49.95,21.57,48.65,52.97,57.2,1069.13706,145470.5058,7935.164634000001,5.06763876,2.6315661599999998,8675.585391,10719.138571,6252.19287,14861.242353,18891.276574
2023-10-20,11.25,10.72,21.96,12.42,29.18,28.09,32.91,17.75,11.0,30.34,16.83,7.36,21.57,17.68,33.8,49.62,21.47,48.58,51.95,55.65,1067.11752,149298.3444,8069.491368000001,5.0337156,2.591068,8690.672666,10759.049978,6255.002498,14870.707372,18967.367329
2023-10-23,11.24,10.87,21.93,12.43,29.1,29.18,32.98,17.9,11.19,30.78,17.08,7.35,21.59,17.87,31.77,48.76,22.33,49.27,51.47,55.55,1144.05696,165579.06816,8838.503999999999,5.01320448,2.74212864,8690.278866,10750.617006,6257.612275,14877.05111,18973.242078
2023-10-24,11.28,11.15,21.83,12.43,29.14,29.66,33.4,17.79,11.23,31.02,16.91,7.39,21.59,17.81,32.25,48.77,22.13,50.12,49.69,56.82,1123.42908,169272.96360000002,8907.979104,4.99229724,2.7893581199999997,8704.056876,10789.758759,6260.18471,14885.267115,19040.494575
2023-10-25,11.2,11.09,21.84,12.4,29.02,29.65,33.03,17.65,11.04,30.95,16.85,7.33,21.63,17.78,32.35,48.28,21.95,48.93,49.77,56.76,1109.32287,172301.16696,8925.5289,4.996697879999999,2.77305744,8703.315371,10771.348219,6262.902048,14892.490735,19054.245536
2023-10-26,11.38,11.28,22.29,12.71,29.08,29.91,33.89,17.95,11.31,32.01,17.12,7.49,22.17,18.39,32.11,47.92,22.67,49.77,49.88,57.98,1112.89752,170293.76357,8990.586493,4.98759583,2.7598063500000003,8730.503343,10922.367497,6265.759098,14902.026025,19161.466481
2023-10-27,11.07,10.77,21.72,12.58,28.72,29.07,33.14,17.37,10.99,31.24,17.14,7.35,21.84,18.31,31.87,47.69,22.0,48.05,49.13,59.99,1125.4108800000001,170024.30736,8924.749008,5.01670456,2.7232536,8714.135564,10870.666397,6268.697682,14906.075341,19083.320253
2023-10-30,11.13,10.65,21.57,12.44,28.35,28.41,33.14,17.38,10.83,30.6,17.17,7.27,21.67,18.34,31.62,46.29,21.92,47.93,48.87,60.54,1150.2568800000001,174016.85688,9130.63716,5.0497236,2.91829104,8692.319858,10813.359147,6271.678082,14910.377712,18997.176775
2023-10-31,11.58,10.67,21.52,12.27,28.55,28.45,33.62,17.59,10.82,30.93,17.08,7.27,21.46,18.45,31.34,47.62,22.21,48.46,48.8,61.26,1139.4205000000002,174465.771,9139.17955,5.037014,3.0189860000000004,8690.655548,10798.169743,6274.775279,14919.298631,19005.487384
2023-11-01,11.7,11.1,21.55,12.38,28.96,28.39,34.77,17.95,10.81,31.57,17.41,7.36,21.76,18.84,31.71,47.99,22.89,49.46,48.68,62.44,1128.87986,175468.25092000002,9146.94844,4.9558767,3.0151345800000002,8710.906309,10846.918449,6277.956991,14929.005298,19092.460598
2023-11-03,11.97,11.74,22.3,12.97,29.19,30.73,35.6,18.66,11.38,32.21,17.93,7.63,22.36,19.2,31.97,48.12,23.02,52.21,48.41,63.22,1128.74636,170163.29244,8980.419748,4.90463084,3.00002452,8729.770066,10908.216107,6281.109163,14937.638049,19192.467889
2023-11-06,12.17,11.77,22.46,12.96,29.48,31.0,35.79,18.62,11.42,32.57,18.14,7.68,22.57,19.64,31.89,47.93,23.02,51.45,49.1,63.48,1246.191177,171190.6826,9286.857594,4.8867655899999995,3.49201244,8724.1077,10843.464586,6283.952548,14944.030661,19147.782346
2023-11-07,12.22,11.98,22.71,13.3,29.6,31.57,36.39,18.35,11.74,32.48,17.89,7.84,23.2,19.97,31.19,46.74,22.8,52.72,49.26,62.22,1200.07212,172610.12964,9189.200228,4.8748362,3.33856848,8734.005799,10908.514487,6286.662009,14952.260349,19214.246274
2023-11-08,12.2,11.99,23.0,13.37,29.6,32.32,36.22,19.07,11.49,32.64,17.81,7.85,23.31,19.8,30.45,45.41,22.55,52.87,50.61,62.27,1211.4201130000001,174987.87007,9276.980687000001,4.91226412,3.3738671300000003,8740.091661,10967.300658,6289.396581,14959.871442,19239.866803
2023-11-09,12.08,11.88,22.04,13.4,29.05,31.29,35.97,18.85,11.51,32.59,17.83,7.85,23.41,19.41,31.09,44.66,22.75,52.63,50.56,62.57,1241.93814,181087.6071,10461.293472,4.934693419999999,3.28913772,8740.764214,10944.179641,6292.139342,14966.591126,19234.481542
2023-11-10,12.02,12.46,22.36,13.2,29.05,32.56,36.04,19.25,11.84,33.0,18.65,7.95,23.69,19.63,31.0,46.4,22.98,53.99,51.7,63.53,1229.7361700000001,182833.1939,10183.823114,4.9022802599999995,3.23338761,8749.319544,10950.6265,6294.893486,14974.298641,19283.358047
2023-11-13,12.1,11.95,22.28,12.94,29.16,32.21,36.84,19.03,11.75,32.7,18.48,7.95,23.53,19.34,31.69,46.23,22.7,52.68,51.19,63.39,1183.639925,179017.25725,10080.88835,4.90897225,3.2899879999999997,8746.559386,10908.741499,6297.653589,14980.87724,19289.761511
2023-11-14,12.34,12.17,22.39,13.21,29.37,32.8,38.08,19.5,12.3,33.27,18.96,8.16,23.88,19.23,32.06,46.91,23.3,56.21,49.68,65.36,1178.39988,172961.56422000003,9629.11314,4.86685962,3.06228276,8774.592094,11019.468919,6300.49045,14990.610256,19381.796753
2023-11-16,12.31,12.42,22.38,13.67,29.83,32.74,39.28,19.68,12.85,33.68,19.02,8.31,24.27,19.95,31.41,45.26,23.5,58.02,50.53,65.79,1180.29864,175859.14784,9540.431231999999,4.86271368,2.9762784,8788.469066,11082.002136,6303.354349,14997.836615,19414.293381
2023-11-17,12.25,12.24,22.55,13.55,29.49,32.16,38.99,19.89,12.84,33.52,19.23,8.28,24.38,19.93,32.73,46.41,23.14,57.92,50.09,65.92,1200.9152609999999,179533.37286,9619.48872,4.90737177,3.0082978799999998,8803.790261,11116.754112,6306.186274,15006.166723,19459.330125
2023-11-20,12.25,12.6,22.67,13.58,29.68,31.94,39.35,19.97,12.86,33.52,18.4,8.37,24.62,20.1,32.63,47.45,23.45,58.0,50.06,67.53,1228.6233300000001,181813.43763,9812.918907000001,4.85769801,2.97180246,8805.524397,11080.556579,6309.011686,15012.078078,19440.840054
2023-11-21,12.11,12.34,22.83,13.53,29.61,31.38,38.55,19.72,12.71,33.34,18.71,8.37,24.58,19.63,32.3,47.9,22.8,57.2,50.13,69.17,1106.06542,175508.12816,9480.798771999998,4.90256024,2.83646728,8805.199992,11042.286484,6311.853417,15017.151616,19401.735584
2023-11-22,12.22,12.52,22.99,13.81,29.73,32.04,39.03,20.1,13.14,33.82,18.64,8.33,24.73,20.42,32.33,47.16,22.57,57.35,50.56,68.51,1158.4954799999998,183567.31344,10122.97374,4.908272039999999,2.99658276,8815.723817,11073.470214,6314.622017,15024.628134,19443.437766
2023-11-23,12.2,12.66,23.07,14.18,29.79,32.39,39.83,20.12,13.37,34.14,18.6,8.38,24.7,21.06,32.48,47.16,22.81,57.84,50.91,68.08,1146.04143,182881.63309,10111.449488,4.90439039,3.0418891699999997,8819.448396,11081.524356,6317.40378,15031.437219,19449.033942
2023-11-24,12.06,12.42,23.04,14.19,29.61,32.1,39.07,20.02,13.07,34.0,17.86,8.33,24.56,21.16,32.39,47.13,22.46,56.97,50.59,67.5,1141.1856,184890.20460000003,10199.19924,4.9039608,3.0451224,8826.911509,11084.215242,6320.235015,15038.878847,19466.655073
2023-11-27,12.23,12.42,23.46,14.1,29.43,32.54,39.85,20.27,12.74,33.89,17.85,8.39,24.5,21.39,32.17,46.15,22.47,56.21,50.86,67.1,1112.95172,182384.04504,9927.499964,4.8964,2.95448776,8837.390366,11104.506281,6323.090702,15046.090762,19519.578127
2023-11-28,12.29,12.71,23.8,14.23,29.52,32.68,39.58,19.92,12.35,33.8,17.83,8.41,24.74,21.5,32.47,46.02,22.58,56.26,50.48,67.25,1118.2667999999999,184218.38265,9977.073134999999,4.87196115,2.96467335,8840.842477,11148.773467,6325.930386,15052.827845,19541.30815
2023-11-29,11.98,12.74,23.84,14.16,29.19,33.35,39.31,20.39,12.35,33.43,17.88,8.44,24.91,21.38,32.04,45.84,22.8,56.42,51.33,67.23,1114.42917,185601.73095,9947.935071,4.904370869999999,2.9824340699999996,8840.873852,11144.230194,6328.923673,15059.698886,19574.585166
2023-11-30,12.33,12.78,24.54,14.28,29.05,34.16,39.43,21.5,12.69,33.34,17.48,8.62,25.29,21.38,32.34,45.86,22.8,57.2,50.89,67.59,1119.9058,185566.32445,10094.70098,4.92099205,2.9788707,8847.40742,11164.679355,6332.054975,15068.143263,19602.532712
2023-12-01,12.68,13.01,24.59,14.33,28.68,33.85,39.67,22.84,12.95,33.44,17.72,8.64,25.23,21.98,31.91,44.5,22.67,57.86,48.98,68.85,1115.10285,188802.28481999997,10185.793521,4.881076019999999,2.98466916,8853.53876,11206.404366,6335.103078,15075.398644,19625.984099
2023-12-04,12.66,13.02,24.49,14.22,28.6,33.62,39.31,23.0,12.52,33.28,17.67,8.63,25.26,21.75,31.29,44.15,22.48,57.78,49.0,67.3,1154.2372,207554.09296,11090.266928,4.94171704,3.08356816,8847.109212,11164.566754,6338.17684,15081.48253,19581.717521
2023-12-05,12.83,12.93,24.49,14.35,28.49,33.67,39.99,23.22,12.5,33.73,17.81,8.71,25.47,21.98,31.06,43.09,22.36,57.92,48.68,66.68,1139.95472,217322.11172,11307.542204000001,4.9330653,3.05746506,8852.042735,11179.794972,6341.052065,15087.80034,19583.33685
2023-12-06,12.6,12.72,23.97,14.2,28.47,33.16,39.93,23.2,12.21,33.28,17.8,8.55,25.25,21.65,30.32,41.37,22.45,58.18,48.32,66.24,1125.4960979999998,214600.17786,10948.818589999999,4.904160879999999,3.1354471199999994,8856.976685,11185.81563,6344.138492,15095.467646,19626.955062
2023-12-07,12.68,12.77,24.36,14.24,28.86,32.93,40.07,23.24,12.36,33.49,17.85,8.62,25.53,21.74,30.41,42.35,22.29,58.58,48.17,66.45,1142.90605,212617.36155,11570.511700000001,4.9134646,3.1512184,8860.653999,11161.067975,6347.408011,15102.826424,19640.821878
2023-12-08,12.89,13.02,24.62,14.47,28.87,33.25,39.46,23.14,12.73,33.52,18.01,8.74,25.85,21.99,31.45,44.48,22.07,58.19,49.17,66.63,1177.6899600000002,217860.31335,11631.019914,4.932193170000001,3.31607508,8862.029776,11160.257918,6350.576706,15108.981943,19625.61703
2023-12-11,12.9,13.39,24.61,14.35,28.94,33.4,39.43,23.8,12.64,33.4,18.03,8.66,25.67,21.88,31.36,44.61,22.05,58.23,49.78,66.69,1216.920426,203747.37546,10990.064124,4.9386,3.0550179600000003,8869.862074,11155.595708,6353.513141,15116.093544,19643.025716
2023-12-12,12.82,13.31,23.89,14.28,28.96,33.24,39.2,23.89,12.76,33.37,18.16,8.61,25.55,21.74,30.88,43.73,22.23,57.65,49.35,66.81,1262.563009,205904.1297,10936.141219,4.9631,3.0721589,8880.856715,11202.744042,6356.421563,15123.735227,19678.958607
2023-12-13,13.24,13.87,24.1,14.91,28.82,34.62,40.34,24.36,13.26,33.77,18.4,8.87,26.32,22.43,31.29,45.23,22.24,59.94,50.21,66.82,1240.2563699999998,210978.87464999998,11119.407545999999,4.92117591,3.0856358399999997,8905.258192,11342.097071,6359.391299,15131.898861,19748.644491
2023-12-14,13.06,14.26,24.26,15.16,29.36,35.64,40.18,23.9,13.46,33.97,18.78,8.97,26.54,22.08,32.02,47.28,22.84,62.22,50.75,67.18,1245.5877,211493.81145,11382.528419999999,4.916974649999999,3.1046298,8912.010764,11385.983924,6362.347816,15139.710669,19774.540105
2023-12-15,13.03,14.1,24.85,15.31,29.76,35.31,39.35,23.87,13.22,33.56,18.59,8.98,26.43,21.85,31.77,46.25,22.72,61.01,50.97,67.6,1209.145161,207007.6659,10962.386211,4.93907484,3.0387850500000004,8920.071348,11430.000473,6365.179787,15146.574433,19807.836129
2023-12-18,13.11,14.17,24.86,15.43,30.19,35.8,40.1,23.38,13.42,33.77,18.83,8.98,26.55,21.81,32.42,46.1,22.11,61.32,50.89,67.92,1183.483423,208891.75298999998,10864.797960000002,4.8967,2.9987390800000004,8931.255061,11458.081758,6368.001928,15153.973922,19814.12641
2023-12-19,13.24,13.99,24.96,15.43,30.97,35.86,40.43,22.74,13.53,34.04,18.37,9.04,26.57,22.31,32.63,46.71,22.3,61.3,51.3,68.4,1230.942075,205697.14275,10598.689199999999,4.8684734999999995,2.94240375,8938.106449,11480.693736,6370.781863,15159.152732,19845.218366
2023-12-20,13.02,13.62,24.66,15.17,30.76,35.44,39.76,22.47,13.57,34.57,18.22,8.95,26.3,23.06,32.69,45.54,22.5,60.22,52.2,68.18,1279.2212599999998,214659.42364,10826.626697,4.91728326,3.0333571,8944.922619,11497.172211,6373.502169,15163.856672,19872.194347
2023-12-21,12.98,13.93,24.7,15.18,30.76,35.47,40.14,22.63,13.52,34.54,18.72,9.02,26.47,22.86,32.69,45.16,22.72,61.47,52.73,70.45,1326.1146,214258.60196000003,10939.199928,4.88586532,3.04835404,8946.944826,11523.664499,6376.206531,15170.15467,19875.391984
2023-12-22,12.99,13.95,24.77,15.41,30.96,35.61,40.5,22.74,13.65,34.46,18.92,9.15,26.89,22.91,33.13,45.37,22.8,61.46,53.2,69.92,1316.1676499999999,213622.90065000003,11292.271455,4.8633584999999995,3.03316155,8950.449561,11554.138138,6379.008351,15176.859876,19889.890552
2023-12-26,13.05,14.09,25.0,15.45,31.19,36.08,40.61,22.52,13.58,34.46,18.88,9.18,27.17,23.03,33.63,45.92,22.81,61.16,53.48,70.17,1433.6092,204659.02620000002,10738.78236,4.8159256,2.994308,8956.860941,11562.012748,6381.949457,15184.349349,19922.212425
2023-12-27,13.12,14.01,24.96,15.55,30.98,36.34,40.75,22.66,13.6,34.73,18.83,9.25,27.35,23.02,33.58,45.94,22.89,61.01,53.8,70.84,1563.802533,209703.22155,11480.933421,4.830561359999999,3.0620584799999997,8959.714736,11578.601264,6384.794771,15191.997079,19951.271277
2023-12-28,13.01,13.99,25.2,15.65,31.23,36.39,40.94,22.39,13.61,34.96,19.01,9.26,27.43,22.94,33.44,46.05,22.84,61.01,53.87,70.66,1566.2578800000001,206607.75531,11375.602887,4.856466889999999,3.0786574499999997,8967.944402,11593.60272,6387.611824,15199.098341,19934.176257
2024-01-02,12.99,13.72,24.91,15.33,31.45,36.02,40.27,22.02,13.29,34.26,18.83,9.08,27.08,23.18,33.77,45.35,22.15,58.77,53.4,70.52,1537.0674649999999,221280.30694999997,11596.171844999999,4.92596175,3.0747257500000003,8979.883936,11612.803323,6393.346409,15213.318809,19932.899719
2024-01-03,12.89,13.68,24.94,15.35,31.31,35.35,40.23,21.56,13.31,34.44,18.62,9.06,26.78,22.54,34.92,46.88,22.28,58.42,53.7,70.16,1553.771236,210745.04478,10870.248902,4.9222599,2.8643075600000003,8988.92158,11611.979703,6396.468784,15216.625082,19927.066047
2024-01-04,12.94,13.28,24.67,15.14,31.54,34.93,39.88,21.15,13.3,34.09,18.52,8.95,26.6,22.21,34.35,46.42,22.3,57.21,52.89,69.21,1585.0941599999999,216227.9976,11102.367736,4.901696799999999,2.87393192,8988.618788,11568.036018,6399.193272,15215.989281,19914.303146
2024-01-05,12.89,13.52,24.97,15.47,31.26,35.68,39.81,21.37,13.51,34.04,18.53,9.14,27.22,22.17,34.65,46.08,22.55,58.04,52.34,68.33,1546.61539,215233.97767,11055.497315999999,4.8781994399999995,2.8061345099999997,8997.230353,11545.546745,6401.97893,15216.275916,19918.692688
2024-01-08,12.99,13.82,25.18,15.35,31.11,36.83,39.62,21.68,13.52,33.96,18.69,9.07,26.93,22.05,34.01,45.75,23.53,60.25,53.02,67.98,1478.5320000000002,228705.914,11351.8726,4.873895999999999,2.811938,8995.574079,11501.311325,6404.847203,15220.96672,19904.659578
2024-01-09,12.91,13.61,24.8,14.94,31.0,36.7,40.22,21.59,13.3,34.21,17.71,9.09,26.92,22.1,33.82,46.28,23.39,59.68,52.37,67.12,1476.0438000000001,226207.39020000002,11497.792746000001,4.90576152,2.77996422,8995.001212,11446.079946,6407.680726,15224.726409,19888.382234
2024-01-10,13.04,13.47,24.76,14.68,30.8,36.68,41.26,22.32,12.98,34.68,17.19,9.06,26.89,22.36,33.48,44.35,23.7,60.44,52.07,66.11,1493.68086,228059.24337000004,12627.276711,4.89236727,2.9369854500000003,8996.452626,11440.467888,6410.526038,15230.100841,19892.46954
2024-01-11,12.85,13.5,24.93,14.61,30.89,36.42,41.69,21.9,12.73,34.13,16.96,9.02,26.94,22.25,33.83,45.5,23.0,58.53,52.45,66.46,1501.421,225715.734,12750.0496,4.870487,2.930766,9007.61267,11476.102215,6413.431628,15238.892953,19918.256533
2024-01-12,12.88,13.65,25.08,14.49,30.94,37.25,41.42,21.7,12.75,34.13,17.05,9.06,26.97,22.76,34.01,46.08,23.36,58.52,51.89,65.62,1440.6375200000002,207921.17501000004,12251.146522000001,4.8539,2.7676937800000005,9018.25772,11505.9147,6416.320623,15248.131797,19969.612674
2024-01-15,12.88,13.68,25.57,14.55,31.27,37.37,41.96,21.42,12.8,34.88,17.03,9.13,27.02,22.78,34.35,47.07,23.18,58.69,52.16,65.49,1544.376652,206721.03196,12215.061832,4.860854880000001,2.79902768,9023.80685,11494.663822,6419.247809,15255.472945,19982.248059
2024-01-16,12.65,13.53,25.42,14.42,31.07,36.76,40.54,21.35,12.62,34.49,16.55,8.97,26.64,22.42,33.97,45.88,22.67,57.83,51.25,64.64,1552.168838,212526.1039,12751.122911999999,4.92530742,2.83578306,9009.485106,11406.268793,6422.100863,15257.405578,19905.210008
2024-01-17,12.73,13.29,25.47,14.44,31.47,35.91,40.54,21.29,12.6,34.45,16.45,9.0,26.66,22.44,33.69,45.05,21.92,58.46,51.04,63.57,1526.36457,211059.25762999998,12491.514974000002,4.931445569999999,2.80598414,9003.452452,11381.439278,6425.034082,15265.519221,19905.115686
2024-01-18,12.64,13.41,25.18,14.36,31.91,35.51,39.6,21.07,12.26,33.86,16.65,8.92,26.54,22.04,33.44,44.76,21.67,56.95,49.9,63.15,1541.676279,203445.00363,12168.309813,4.92492924,2.7186634199999995,9007.867032,11381.484432,6427.958721,15273.499065,19925.498987
2024-01-19,12.65,13.35,25.44,14.33,32.06,35.77,40.25,21.33,12.69,33.64,16.86,8.97,26.61,21.87,33.41,44.61,22.3,57.65,50.16,62.33,1551.73639,205366.288,12287.11511,4.9285345000000005,2.6839433,9007.984044,11396.160067,6430.887269,15277.418265,19942.377216
2024-01-22,12.66,13.05,25.27,14.17,32.14,35.81,39.35,21.75,12.72,33.27,16.69,8.85,26.17,21.83,33.49,44.16,22.18,56.32,50.04,62.06,1526.6952,197354.79088000002,11543.212688,4.98570756,2.63130408,9009.596297,11384.593991,6433.851092,15285.525716,19917.401457
2024-01-23,12.67,13.29,25.72,14.1,32.03,36.19,39.59,22.5,12.95,33.39,16.99,8.97,26.29,22.36,33.98,44.33,22.83,56.81,50.45,63.34,1480.1058,197589.17080000002,11114.36609,4.95201395,2.56640835,9023.554062,11404.623946,6436.72288,15291.301421,19942.261226
2024-01-24,12.51,13.19,25.77,14.04,31.78,36.31,39.63,22.73,12.98,33.31,17.38,8.89,26.17,22.26,33.66,44.6,22.41,56.25,50.23,63.98,1446.0088500000002,197764.28100000002,11024.596440000001,4.9335,2.5565397,9025.392298,11409.459587,6439.597119,15297.786306,19958.976785
2024-01-25,12.51,13.0,25.74,14.08,31.31,35.94,39.69,22.72,12.9,34.11,17.43,8.88,26.12,22.29,35.22,44.8,22.35,55.99,50.21,62.57,1434.6347,196343.86904999998,10903.371215000001,4.91600835,2.5256060500000004,9033.596189,11427.298735,6442.356921,15305.311057,20004.718708
2024-01-26,12.51,12.8,25.92,14.22,31.3,35.98,39.43,22.4,12.87,34.57,17.47,8.94,26.5,22.42,36.0,45.69,22.54,53.95,51.24,63.61,1486.3486400000002,205577.79984000002,11149.089840000002,4.9168,2.6167209600000003,9032.675388,11441.544259,6445.10482,15314.882116,20038.722774
2024-01-29,12.56,12.79,25.71,14.1,31.64,35.61,39.44,22.32,12.92,34.44,17.09,8.87,26.37,21.88,36.34,44.76,22.76,53.2,49.2,63.31,1538.5242600000001,214411.94964000004,11477.232522,4.952790360000001,2.64970818,9031.571954,11423.718008,6447.86649,15319.592687,20021.554475
2024-01-30,12.36,12.58,25.58,14.0,31.4,34.88,38.8,22.87,12.81,33.84,17.02,8.83,26.2,21.67,36.18,44.09,22.53,52.28,50.45,62.95,1523.6073199999998,212652.40391999998,11602.143476000001,4.95209516,2.5282869600000004,9027.769111,11402.038685,6450.649417,15324.208617,20015.754817
2024-01-31,12.4,12.67,25.68,14.07,31.79,34.99,39.38,22.78,12.76,34.68,16.83,8.93,26.48,21.58,36.17,43.93,22.95,51.92,49.99,62.02,1488.2563,210884.18430000002,11307.479164,4.94962844,2.49264358,9037.673456,11434.663871,6453.405928,15332.470943,20060.587156
2024-02-01,12.39,12.86,26.27,14.04,31.84,35.63,40.14,22.47,12.84,35.07,16.78,8.92,26.42,21.28,36.85,43.15,22.91,52.27,49.49,61.74,1475.38163,211801.08682,11328.531764,4.91580837,2.48666454,9035.796728,11467.343269,6456.161152,15339.634698,20084.223814
2024-02-02,12.39,12.75,26.26,14.06,31.64,35.62,39.22,22.44,12.64,34.58,17.18,8.91,26.46,21.18,36.31,42.45,22.74,51.38,49.72,60.48,1497.9278599999998,214673.33953,11476.890672000001,4.96840903,2.5381279300000004,9028.952116,11456.949357,6458.875643,15342.964078,20042.797795
2024-02-05,12.41,12.65,26.54,14.34,32.06,35.93,39.4,22.7,12.67,34.45,17.07,9.06,26.96,21.61,36.31,42.05,22.57,51.56,50.12,59.96,1501.60248,212862.62088,11475.543282,4.98091314,2.5266007200000002,9027.967164,11451.813972,6461.57766,15349.209082,20036.36604
2024-02-06,12.54,12.79,27.12,15.23,32.95,36.48,41.62,21.83,12.89,35.04,17.39,9.42,28.12,21.87,36.86,43.6,22.42,50.55,52.01,61.02,1502.91752,213861.49018,11776.41101,4.96290366,2.50701334,9035.618693,11479.332718,6464.283587,15357.756899,20079.815821
